Protein IDs,Majority_protein_IDs,Protein names,Gene names,Fasta headers,APC1-1,APC1-2,APC1-3,BRE2-1,BRE2-2,BRE2-3,BY4741-1,BY4741-2,BY4741-3,CCR4-1,CCR4-2,CCR4-3,NOT3-1,NOT3-2,NOT3-3,ORM1-1,ORM1-2,ORM1-3,ORM2-1,ORM2-2,ORM2-3
Q06836,Q06836,Arf guanine nucleotide exchange factor SYT1,SYT1,>sp|Q06836|SYT1_YEAST Arf guanine nucleotide exchange factor SYT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYT1 PE=1 SV=1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q06839,Q06839,PX domain-containing protein YPR097W,YPR097W,>sp|Q06839|YP097_YEAST PX domain-containing protein YPR097W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR097W PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07350,Q07350,Pre-mRNA-splicing factor PRP11,PRP11,>sp|Q07350|PRP11_YEAST Pre-mRNA-splicing factor PRP11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP11 PE=1 SV=1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07362,Q07362,Protein PBP4,PBP4,>sp|Q07362|PBP4_YEAST Protein PBP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PBP4 PE=1 SV=1,6,6,5,5,5,4,4,4,4,3,3,4,2,4,5,2,2,2,2,2,2
Q07381,Q07381,Ribosome biogenesis protein TSR1,TSR1,>sp|Q07381|TSR1_YEAST Ribosome biogenesis protein TSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR1 PE=1 SV=1,2,1,1,9,10,7,5,5,4,1,0,0,2,1,0,3,3,3,3,3,2
Q07395,Q07395,Synchronized import protein 1,SYO1,>sp|Q07395|SYO1_YEAST Synchronized import protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYO1 PE=1 SV=1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q07442,Q07442,Bromodomain-containing factor 2,BDF2,>sp|Q07442|BDF2_YEAST Bromodomain-containing factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BDF2 PE=1 SV=1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Q07451,Q07451,Endoplasmic reticulum transmembrane protein 3,YET3,>sp|Q07451|YET3_YEAST Endoplasmic reticulum transmembrane protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YET3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07457,Q07457,E3 ubiquitin-protein ligase BRE1,BRE1,>sp|Q07457|BRE1_YEAST E3 ubiquitin-protein ligase BRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRE1 PE=1 SV=1,4,3,4,1,3,2,4,1,4,2,2,3,1,4,0,1,1,2,2,2,3
Q07468,Q07468,Vacuolar morphogenesis protein 6,VAM6,>sp|Q07468|VAM6_YEAST Vacuolar morphogenesis protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAM6 PE=1 SV=1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Q07478,Q07478,ATP-dependent RNA helicase SUB2,SUB2,>sp|Q07478|SUB2_YEAST ATP-dependent RNA helicase SUB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUB2 PE=1 SV=1,5,8,5,10,11,6,9,9,4,4,4,3,3,3,3,6,5,3,6,6,3
Q07527,Q07527,tRNA (guanosine(18)-2-O)-methyltransferase,TRM3,>sp|Q07527|TRM3_YEAST tRNA (guanosine(18)-2-O)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM3 PE=1 SV=1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Q07533,Q07533,Cytokinesis protein 3,CYK3,>sp|Q07533|CYK3_YEAST Cytokinesis protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYK3 PE=1 SV=1,1,0,2,1,0,2,1,2,2,2,1,0,0,0,0,1,0,0,1,0,1
Q07623,Q07623,Nucleolar protein 6,NOP6,>sp|Q07623|NOP6_YEAST Nucleolar protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP6 PE=1 SV=1,2,1,2,3,3,2,2,2,3,1,4,3,3,2,4,2,2,3,3,3,3
Q07648,Q07648,D-tyrosyl-tRNA(Tyr) deacylase,DTD1,>sp|Q07648|DTD_YEAST D-tyrosyl-tRNA(Tyr) deacylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DTD1 PE=1 SV=1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1
Q07655,Q07655,Protein WHI4,WHI4,>sp|Q07655|WHI4_YEAST Protein WHI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WHI4 PE=1 SV=1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q07657,Q07657,Seventh homolog of septin 1,SHS1,>sp|Q07657|SHS1_YEAST Seventh homolog of septin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHS1 PE=1 SV=1,3,1,3,3,2,2,2,1,2,5,3,4,2,2,3,0,0,1,0,0,0
Q07688,Q07688,Phosphorelay intermediate protein YPD1,YPD1,>sp|Q07688|YPD1_YEAST Phosphorelay intermediate protein YPD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPD1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07716,Q07716,Altered inheritance of mitochondria protein 6,AIM6,>sp|Q07716|AIM6_YEAST Altered inheritance of mitochondria protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM6 PE=1 SV=2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q07799,Q07799,Uncharacterized protein YLL007C,,>sp|Q07799|YL007_YEAST Uncharacterized protein YLL007C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLL007C PE=1 SV=1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q07800,Q07800,Phosphatase PSR1,PSR1,>sp|Q07800|PSR1_YEAST Phosphatase PSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSR1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07807,Q07807,mRNA-binding protein PUF3,PUF3,>sp|Q07807|PUF3_YEAST mRNA-binding protein PUF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUF3 PE=1 SV=1,4,3,2,7,8,5,5,2,5,6,6,1,3,4,5,3,0,0,1,1,2
Q07821,Q07821,Iron-sulfur assembly protein 1,ISA1,>sp|Q07821|ISA1_YEAST Iron-sulfur assembly protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ISA1 PE=1 SV=1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q07825,Q07825,Putative Xaa-Pro aminopeptidase FRA1,FRA1,>sp|Q07825|FRA1_YEAST Putative Xaa-Pro aminopeptidase FRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRA1 PE=1 SV=1,2,1,1,2,2,1,2,2,0,1,3,2,3,2,1,1,0,0,1,0,1
Q07834,Q07834,KH domain-containing protein YLL032C,YLL032C,>sp|Q07834|YL032_YEAST KH domain-containing protein YLL032C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLL032C PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07844,Q07844,Ribosome biogenesis ATPase RIX7,RIX7,>sp|Q07844|RIX7_YEAST Ribosome biogenesis ATPase RIX7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIX7 PE=1 SV=1,2,4,6,11,14,12,5,5,4,3,5,5,6,4,5,4,5,6,6,6,5
Q07872,Q07872,Epsin-4,ENT4,>sp|Q07872|ENT4_YEAST Epsin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENT4 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07878,Q07878,Vacuolar protein sorting-associated protein 13,VPS13,>sp|Q07878|VPS13_YEAST Vacuolar protein sorting-associated protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS13 PE=1 SV=1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q07896,Q07896,Nucleolar complex-associated protein 3,NOC3,>sp|Q07896|NOC3_YEAST Nucleolar complex-associated protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOC3 PE=1 SV=1,4,2,5,8,9,10,7,7,8,8,7,3,2,6,3,4,2,3,6,5,5
Q07897,Q07897,Protein CMS1,CMS1,>sp|Q07897|CMS1_YEAST Protein CMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMS1 PE=1 SV=1,1,1,0,2,3,3,2,1,2,0,2,2,0,3,1,0,1,1,1,0,1
Q07915,Q07915,Ribosome biogenesis protein RLP24,RLP24,>sp|Q07915|RLP24_YEAST Ribosome biogenesis protein RLP24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RLP24 PE=1 SV=1,6,4,3,5,6,1,4,2,3,4,4,5,7,3,4,2,4,3,7,5,4
Q07938,Q07938,S-methyl-5-thioadenosine phosphorylase,MEU1,>sp|Q07938|MTAP_YEAST S-methyl-5-thioadenosine phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEU1 PE=1 SV=1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Q07950,Q07950,Sterol esterase 2,YEH2,>sp|Q07950|YEH2_YEAST Sterol esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YEH2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q07953,Q07953,Ribosome maturation protein SDO1,SDO1,>sp|Q07953|SDO1_YEAST Ribosome maturation protein SDO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDO1 PE=1 SV=1,1,1,0,3,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Q07979,Q07979,Chromatin structure-remodeling complex protein RSC58,RSC58,>sp|Q07979|RSC58_YEAST Chromatin structure-remodeling complex protein RSC58 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSC58 PE=1 SV=1,0,1,0,9,7,2,1,2,0,1,1,1,1,0,1,0,0,1,2,0,1
Q08001,Q08001,Uncharacterized protein YLR072W,YLR072W,>sp|Q08001|YL072_YEAST Uncharacterized protein YLR072W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR072W PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08004,Q08004,Bud site selection protein 20,BUD20,>sp|Q08004|BUD20_YEAST Bud site selection protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD20 PE=1 SV=1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08023,Q08023,"Protein FMP25, mitochondrial",FMP25,">sp|Q08023|FMP25_YEAST Protein FMP25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP25 PE=1 SV=1",0,1,1,1,0,0,1,0,1,1,2,2,0,0,0,0,0,2,0,1,1
Q08096,Q08096,RNA 3-terminal phosphate cyclase-like protein,RCL1,>sp|Q08096|RCL1_YEAST RNA 3-terminal phosphate cyclase-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RCL1 PE=1 SV=1,3,2,3,5,2,4,5,3,3,2,1,4,3,3,2,2,2,3,2,2,3
Q08119,Q08119,Protein ESC8,ESC8,>sp|Q08119|ESC8_YEAST Protein ESC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESC8 PE=1 SV=1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08162,Q08162,Exosome complex exonuclease DIS3,DIS3,>sp|Q08162|RRP44_YEAST Exosome complex exonuclease DIS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIS3 PE=1 SV=1,2,1,1,4,1,5,3,3,3,2,1,1,1,1,1,1,0,1,0,1,1
Q08179,Q08179,Mitochondrial distribution and morphology protein 38,MDM38,>sp|Q08179|MDM38_YEAST Mitochondrial distribution and morphology protein 38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM38 PE=1 SV=1,1,2,1,1,1,2,0,2,1,2,1,1,1,2,2,0,0,0,1,1,0
Q08208,Q08208,Nucleolar protein 12,NOP12,>sp|Q08208|NOP12_YEAST Nucleolar protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP12 PE=1 SV=1,12,8,15,12,15,16,14,14,16,8,10,13,9,10,12,16,9,12,16,14,11
Q08229,Q08229,Protein NBA1,NBA1,>sp|Q08229|NBA1_YEAST Protein NBA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NBA1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q08235,Q08235,Ribosome biogenesis protein BRX1,BRX1,>sp|Q08235|BRX1_YEAST Ribosome biogenesis protein BRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRX1 PE=1 SV=2,8,2,9,8,9,11,8,11,10,6,5,5,7,5,5,5,5,6,9,8,9
Q08237,Q08237,RNA exonuclease 4,REX4,>sp|Q08237|REXO4_YEAST RNA exonuclease 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REX4 PE=1 SV=1,1,1,1,4,4,2,2,1,1,2,1,1,3,1,0,0,1,2,2,2,1
Q08269;P43553,Q08269,Magnesium transporter ALR1,ALR1,>sp|Q08269|ALR1_YEAST Magnesium transporter ALR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALR1 PE=1 SV=1,2,1,3,1,3,2,1,0,2,1,0,1,0,1,1,0,0,0,0,0,1
Q08281,Q08281,Restriction of telomere capping protein 1,RTC1,>sp|Q08281|RTC1_YEAST Restriction of telomere capping protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTC1 PE=1 SV=2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q08282,Q08282,Leucine carboxyl methyltransferase 2,PPM2,>sp|Q08282|LCMT2_YEAST Leucine carboxyl methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPM2 PE=1 SV=2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08285,Q08285,Exosome complex component RRP40,RRP40,>sp|Q08285|RRP40_YEAST Exosome complex component RRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP40 PE=1 SV=2,0,0,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08287,Q08287,60S ribosome subunit biogenesis protein NOP8,NOP8,>sp|Q08287|NOP8_YEAST 60S ribosome subunit biogenesis protein NOP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP8 PE=1 SV=1,12,12,17,13,16,14,15,17,16,13,10,13,11,16,12,15,9,16,17,16,17
Q08299,Q08299,Siderophore iron transporter ENB1,ENB1,>sp|Q08299|ENB1_YEAST Siderophore iron transporter ENB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENB1 PE=1 SV=1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08421,Q08421,Enhancer of translation termination 1,ETT1,>sp|Q08421|ETT1_YEAST Enhancer of translation termination 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ETT1 PE=1 SV=1,3,2,4,2,1,2,2,1,2,3,4,1,4,2,0,1,0,1,1,0,1
Q08444,Q08444,20S-pre-rRNA D-site endonuclease NOB1,NOB1,>sp|Q08444|NOB1_YEAST 20S-pre-rRNA D-site endonuclease NOB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOB1 PE=1 SV=1,6,6,6,9,7,12,8,10,6,5,3,4,5,4,6,6,4,7,7,6,7
Q08484,Q08484,GTPase-activating protein GYP1,GYP1,>sp|Q08484|GYP1_YEAST GTPase-activating protein GYP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP1 PE=1 SV=1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Q08492,Q08492,Bud site selection protein 21,BUD21,>sp|Q08492|BUD21_YEAST Bud site selection protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD21 PE=1 SV=1,2,2,2,0,2,2,2,2,1,2,1,0,1,1,2,1,0,1,1,1,1
Q08548,Q08548,Lysophospholipid acyltransferase,ALE1,>sp|Q08548|ALE1_YEAST Lysophospholipid acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALE1 PE=1 SV=1,4,2,3,1,1,2,3,3,3,4,2,2,2,3,2,0,1,0,1,1,0
Q08562,Q08562,ATP-dependent helicase ULS1,ULS1,>sp|Q08562|ULS1_YEAST ATP-dependent helicase ULS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ULS1 PE=1 SV=1,1,0,0,2,1,2,1,0,1,2,0,0,0,0,0,2,0,1,1,1,1
Q08581,Q08581,Kinetochore protein SLK19,SLK19,>sp|Q08581|SLK19_YEAST Kinetochore protein SLK19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLK19 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q08601,Q08601,Metacaspase-1,MCA1,>sp|Q08601|MCA1_YEAST Metacaspase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCA1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08622,Q08622,"Genetic interactor of prohibitins 3, mitochondrial",GEP3,">sp|Q08622|GEP3_YEAST Genetic interactor of prohibitins 3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GEP3 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08641,Q08641,tRNA(Thr) (cytosine(32)-N(3))-methyltransferase,ABP140,>sp|Q08641|AB140_YEAST Uncharacterized methyltransferase ABP140 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ABP140 PE=1 SV=3,2,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Q08647,Q08647,Multisubstrate pseudouridine synthase 7,PUS7,>sp|Q08647|PUS7_YEAST Multisubstrate pseudouridine synthase 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUS7 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08649,Q08649,Histone acetyltransferase ESA1,ESA1,>sp|Q08649|ESA1_YEAST Histone acetyltransferase ESA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESA1 PE=1 SV=1,1,0,0,3,2,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1
Q08651,Q08651,Probable oxidoreductase ENV9,ENV9,>sp|Q08651|ENV9_YEAST Probable oxidoreductase ENV9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENV9 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q08683,Q08683,Anaphase-promoting complex subunit 5,APC5,>sp|Q08683|APC5_YEAST Anaphase-promoting complex subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APC5 PE=1 SV=1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08686,Q08686,Thiosulfate sulfurtransferase TUM1,TUM1,>sp|Q08686|THTR_YEAST Thiosulfate sulfurtransferase TUM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUM1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08687,Q08687,Translation machinery-associated protein 16,TMA16,>sp|Q08687|TMA16_YEAST Translation machinery-associated protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA16 PE=1 SV=2,1,1,1,1,1,1,0,1,2,1,1,4,2,2,0,1,0,1,1,1,1
Q08689,Q08689,N-terminal acetyltransferase A complex subunit NAT5,NAT5,>sp|Q08689|NAT5_YEAST N-terminal acetyltransferase A complex subunit NAT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT5 PE=1 SV=1,1,1,1,3,2,3,2,2,3,0,1,1,0,1,0,3,1,4,2,1,3
Q08723,Q08723,26S proteasome regulatory subunit RPN8,RPN8,>sp|Q08723|RPN8_YEAST 26S proteasome regulatory subunit RPN8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN8 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q08726,Q08726,GPN-loop GTPase 2 homolog,YOR262W,>sp|Q08726|GPN2_YEAST GPN-loop GTPase 2 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR262W PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08732,Q08732,Serine/threonine-protein kinase HRK1,HRK1,>sp|Q08732|HRK1_YEAST Serine/threonine-protein kinase HRK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRK1 PE=1 SV=1,2,1,1,2,1,3,2,1,1,2,1,2,1,0,1,0,1,1,1,2,1
Q08742,Q08742,"Thiosulfate sulfurtransferase RDL2, mitochondrial",RDL2,">sp|Q08742|RDL2_YEAST Thiosulfate sulfurtransferase RDL2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RDL2 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08745,Q08745,40S ribosomal protein S10-A,RPS10A,>sp|Q08745|RS10A_YEAST 40S ribosomal protein S10-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS10A PE=1 SV=1,4,4,3,2,5,5,2,2,1,3,3,4,3,6,1,2,0,1,1,0,2
Q08746,Q08746,Regulator of ribosome biosynthesis,RRS1,>sp|Q08746|RRS1_YEAST Regulator of ribosome biosynthesis OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRS1 PE=1 SV=1,4,2,3,0,0,2,1,2,1,1,1,2,0,1,0,1,2,2,2,3,1
Q08754,Q08754,Bud site selection protein 7,BUD7,>sp|Q08754|BUD7_YEAST Bud site selection protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD7 PE=1 SV=1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08773,Q08773,ISWI chromatin-remodeling complex ATPase ISW2,ISW2,>sp|Q08773|ISW2_YEAST ISWI chromatin-remodeling complex ATPase ISW2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ISW2 PE=1 SV=1,0,0,2,2,4,1,2,3,0,2,1,1,0,2,2,0,1,0,1,1,1
Q08822,Q08822,"Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",CIR2,">sp|Q08822|ETFD_YEAST Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIR2 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08826,Q08826,Sorting nexin-3,SNX3,>sp|Q08826|SNX3_YEAST Sorting nexin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNX3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08920,Q08920,Nuclear cap-binding protein subunit 2,CBC2,>sp|Q08920|NCBP2_YEAST Nuclear cap-binding protein subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBC2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08921,Q08921,Target of rapamycin complex 1 subunit TCO89,TCO89,>sp|Q08921|TCO89_YEAST Target of rapamycin complex 1 subunit TCO89 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCO89 PE=1 SV=1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q08925,Q08925,RNA-binding protein MRN1,MRN1,>sp|Q08925|MRN1_YEAST RNA-binding protein MRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRN1 PE=1 SV=1,0,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0
Q08951,Q08951,AP-3 complex subunit delta,APL5,>sp|Q08951|AP3D_YEAST AP-3 complex subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APL5 PE=1 SV=1,5,4,4,8,11,8,5,4,5,7,6,7,5,6,8,4,5,2,4,4,3
Q08959,Q08959,Phosphatidylglycerol phospholipase C,PGC1,>sp|Q08959|PGC1_YEAST Phosphatidylglycerol phospholipase C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGC1 PE=1 SV=1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
Q08960,Q08960,tRNA wybutosine-synthesizing protein 1,TYW1,>sp|Q08960|TYW1_YEAST tRNA wybutosine-synthesizing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TYW1 PE=1 SV=1,3,3,4,5,4,4,1,1,2,2,4,7,4,6,4,2,1,3,1,1,2
Q08962,Q08962,60S ribosome subunit biogenesis protein NIP7,NIP7,>sp|Q08962|NIP7_YEAST 60S ribosome subunit biogenesis protein NIP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIP7 PE=1 SV=1,6,3,8,5,9,6,4,4,5,6,6,4,3,6,4,5,3,6,3,5,4
Q08965,Q08965,Ribosome biogenesis protein BMS1,BMS1,>sp|Q08965|BMS1_YEAST Ribosome biogenesis protein BMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMS1 PE=1 SV=1,14,7,11,22,25,20,14,13,15,10,9,10,12,11,7,13,11,14,18,14,13
